,0
PPP1R9A,0
SNORA14B,0
JAKMIP2,1
SGK494,0
GSTM3,0
PGRMC2,0
GLT25D2,0
ENO4,0
LRIG1,0
RHOJ,1
TMEM63A,0
CALN1,0
SOX10,0
TDRD6,1
ALG3,1
LOC100130876,1
PVRL2,1
PPM1L,1
ENPP6,1
SIPA1L1,0
NPHP1,0
FUT10,0
PTGDS,0
NIPAL1,0
IGF2BP3,0
C5orf36,0
LAMA3,1
EPB41L2,0
PHF19,2
AGPAT5,0
ARRB1,1
WDR60,0
TFAP2B,1
FAM198B,0
SDK2,0
HLA-A,0
ABCG2,0
ZNF124,1
LASS4,0
CMYA5,0
GPX2,0
MID2,0
PIAS3,0
MGC39372,0
ADCY2,1
LMF1,1
EIF3E,0
SELL,0
UBE2C,0
LASS3,2
PLCXD3,0
OTX1,0
SLC9A3R1,0
ADAMTS6,0
PGAP2,1
NEUROD6,1
TUBB4,0
HIST1H3J,0
USP9Y,1
ZNF594,0
ATP1A1,0
ACSL6,0
ARHGAP10,0
C6orf108,1
ST6GALNAC3,0
PGBD5,0
TMEM54,0
TAOK3,0
CPLX2,0
NOTCH2,0
COL6A3,0
GLS,0
RGMA,0
KCNA5,0
SNORD1C,1
EPCAM,0
CCNB3,1
FCGR2A,0
MT1G,0
TWIST1,0
ITIH5,0
SOX6,1
EPHA8,0
NTRK2,0
POLB,0
NANOGP1,0
SATL1,2
ZNF287,1
PARP9,0
ROGDI,1
CCDC148,0
FAM181B,0
OGDHL,0
ZNF732,0
TRIM25,0
PION,1
ASAP1,1
C21orf62,0
TULP1,0
TFPI2,0
MARCH3,1
COL27A1,0
RGS22,1
ITGA9,1
NLGN3,0
OLFM2,0
PAK7,0
HCN2,0
PRC1,0
NHSL2,0
CERCAM,0
ELTD1,0
NLGN4Y,1
PDE5A,0
ITGA5,1
CEP152,0
C21orf29,0
ASXL3,0
TJP2,0
SNORA36A,1
FABP3,0
CAV1,0
DDB2,0
MYO3A,1
ATP6V0E2,0
MIR25,0
SNTB1,0
C4orf34,1
DSG2,0
GABRA2,0
GTSF1,2
TECR,1
FLJ35409,1
KIAA1161,0
ACSBG1,0
HTATIP2,1
C5orf17,0
NKAPP1,1
NOSTRIN,0
PEAK1,0
RAPGEF1,0
SNORD115-32,0
ATP1B3,2
OTOR,0
CLIC4,0
MSC,0
SHC3,0
ZNF512,2
EPB41L4B,0
RIC3,1
ACHE,0
EFHB,0
BMP2,0
BCL3,0
PCDH15,0
CD24,0
CACHD1,1
KIAA0922,0
FRMD5,0
C21orf90,1
HRASLS5,0
AEBP1,0
SOX2,0
HNRNPA3,1
PCDH7,0
DUOX1,0
SSPN,0
TUB,0
PRKCE,1
AREG,0
ERLIN1,0
GUCY1B3,0
LRP5L,1
SNTG1,0
UGT8,0
HEATR5A,0
PGM2L1,0
GSN,0
C1QB,0
HSPA6,0
EPHA7,0
CTTNBP2,0
CACNB3,0
KITLG,0
SOHLH2,0
KCNQ2,0
ANGPT1,1
PARP14,0
DUSP8,0
CSNK1G1,0
SLCO3A1,1
SNORD116-13,1
HRASLS,0
LOC120824,0
C1orf220,0
ASF1B,0
CD38,0
LYVE1,0
CYFIP2,0
THAP2,0
FAM151B,0
TPMT,1
HIST1H2AI,0
LOC441178,0
SNORD14E,1
MYBL2,0
FSD1,0
FAM154B,0
NRG2,0
TRIP13,0
RIN2,2
ATP1B1,0
NLGN2,0
CFH,0
DLL1,0
ZC3H12B,0
GPR156,0
PROM1,0
IMPAD1,1
SCN9A,0
FBLN5,0
UST,0
HHAT,0
VWF,1
RCAN2,0
EPHA5,1
AK4,0
SNORD115-25,0
FCER2,0
NTN5,1
PADI2,0
ASTN2,0
CDC14A,0
MEGF10,0
NEB,1
C17orf48,0
TMEM133,0
CA12,1
EVC2,0
SRD5A2,0
TERF1,1
LDHAL6A,1
PDP2,1
ABCA2,1
MFSD4,0
NNMT,1
DHFR,0
NOS1AP,0
DNAH14,0
FOXA1,1
GPR180,0
OPTN,1
NIP7,0
ASAM,0
INPP5D,0
OBFC2A,0
CASZ1,0
MYO1E,0
SLC40A1,0
CRB1,0
NPC2,0
CHML,0
HOXA3,0
AGTR1,0
PTH2R,1
SLC38A3,0
VSTM2L,0
AKAP12,0
LPAR4,0
MAP3K5,0
TNFRSF21,0
COTL1,1
AKAP13,0
TPD52L1,0
BAHCC1,0
FAM89A,0
PITPNM3,0
TMEM74,0
PPBP,2
CELF6,0
ADARB2,0
SLC6A9,0
PTK2B,0
VTN,0
MCM6,1
CDH3,0
KIAA1524,0
OLFML2B,0
TP53BP2,0
C6orf186,1
HMMR,0
FGF14,0
FXYD6,0
MIR204,1
USP32,0
TTR,1
EGFR,1
ZNF138,0
LOC643837,1
GHR,0
SLC17A8,0
C3orf67,1
RAB27B,1
PPM1E,0
NUPR1,0
KIAA1644,1
BICC1,0
B3GALT2,0
GAS6,0
FAM174B,0
ARL4D,0
TGFB2,0
SV2C,0
BCL6B,2
MSL3L2,1
LOC391169,1
MAPRE2,0
SIX4,1
DFNB31,0
GTSE1,0
QPCT,0
UTY,1
CCT5,0
MDH1B,0
WDR17,0
HSPC159,0
GATS,0
C21orf34,0
GDPD5,0
RNF133,0
EML5,0
STC1,1
LARP6,0
ARHGAP26,0
FAM169A,0
PGM5,0
SOX13,0
KIAA1409,1
C11orf9,1
SPNS2,0
HBEGF,0
C12orf57,0
MGC70870,0
PRTG,1
RYR3,0
APH1B,0
AP1S2,0
GK2,1
SPARCL1,0
C1orf192,2
POLE2,1
PRKX,0
ALDH1L2,1
PRKAR1B,0
FOLH1,1
MEF2C,1
NUP62CL,1
PTGR1,0
GFRA1,0
CDH20,1
SPCS3,0
C17orf69,0
ABHD15,1
TMEM176B,0
UHRF1,0
SREBF1,0
DOCK3,1
TRHR,1
RHOC,0
MAB21L1,0
RGS2,1
RORA,1
LMX1A,0
FPR3,0
MARCH11,1
GLP1R,0
CHST1,0
BARD1,0
SERINC5,0
RNF217,1
ACCN3,0
PLD5,1
SSTR2,0
KIF14,0
EBF1,0
RAB30,0
ZFP37,1
FADS3,1
PLS3,0
ZNF154,0
SLC6A20,1
RFTN2,0
SNORA13,1
FLJ44606,2
SLC2A1,0
PGCP,1
NR2F2,0
ENC1,0
CHEK1,0
MRC2,0
KIRREL3,1
ANKRD57,0
ANKRD30B,1
TXNIP,0
LMO1,0
LXN,1
C10orf79,1
RNU5D,0
CACNA1E,0
LPHN2,0
NYNRIN,0
VAX1,0
DNAJC1,0
RANBP3L,0
FOXA2,1
ENDOD1,1
TMEM177,0
CDH5,0
KIF4A,0
PAG1,1
TAX1BP3,1
COX7B,1
SLC37A1,0
CYBRD1,0
GLYATL1,1
CBFA2T3,0
OPN5,0
PAPPA2,1
TGM2,1
RUNX1T1,0
SCN2A,0
PALLD,0
C3orf25,1
TRPM3,0
EMX2,0
IGF2BP2,1
MMP2,0
JPH3,0
CDK18,1
NPAS3,0
CSDC2,0
P2RY13,2
SH3PXD2A,0
TFEC,0
HYLS1,0
GAD1,0
PRPH2,0
DLG1,0
C1orf198,0
CD36,2
CPE,1
HIST1H1A,0
C17orf63,1
EPS8,0
ENOX2,1
MET,0
VLDLR,0
DGKH,0
ZNF596,1
PLK2,1
PXDN,0
CXXC4,0
VCAM1,1
COL28A1,1
CKAP2,0
BEND7,0
IQCK,1
SRD5A3,1
ETS2,0
GPR128,2
HCG4,2
OLIG3,2
STC2,0
FGD5,2
HIST1H4L,0
UBTFL1,1
ZSCAN12,0
ADAMTS14,1
CX3CR1,1
DPYSL4,0
CD151,2
FLJ35816,1
LSAMP,0
SYT3,1
CACNA1B,0
CAB39L,0
IFI16,0
OR4H12P,0
SLC24A2,0
PIH1D2,0
SNORD60,0
PIN4,0
TTC18,0
PLD6,1
TRH,1
DENND1B,0
MIR32,1
MDK,0
GZMK,0
POU2F1,0
SOBP,0
NHLH2,0
EPHA4,0
STON2,0
POTEA,1
ERGIC3,1
MGAT5,0
GLS2,0
CPNE5,1
LMLN,0
ACAA2,0
ACSL4,0
PDGFD,0
GLOD4,1
ZFAND1,0
ZNF763,0
CRHR1,0
HOXD10,0
MT1P3,1
SRGAP2,0
GRHL1,0
E2F7,0
PDE8B,0
PPP2R5A,0
HPGD,1
SPP1,1
FADS2,1
LYPD6,0
OGFRL1,1
ARSF,0
SVIL,0
TLR2,1
TM4SF1,0
RBP4,1
DLGAP1,0
VGLL3,1
LOC445341,1
RGN,2
C16orf53,1
C12orf56,1
HOXD8,1
FZD8,2
TAS2R3,0
CDH18,0
ASS1,0
SEPT8,0
EFEMP2,0
DRAM1,0
ZC3HAV1L,0
JUP,0
PRIMA1,0
SRGN,0
FAR2,1
SNRPE,0
SAMD9L,1
GPR85,0
ZNF488,1
CACNG2,0
SLC2A13,0
IMMP1L,0
ADPRHL1,0
GPR137C,0
PAQR8,0
OR9K2,2
SMAD1,0
GPX7,0
C21orf81,1
RTN4RL2,1
CELF4,0
PRSS23,1
ROBO2,0
LRP2,0
SULT1A2,1
ALX1,2
RIMBP2,0
PARD6A,1
LRRC4C,1
INPP4B,0
WIF1,0
CDKN3,0
RASGRP2,0
ADAMTS12,0
ELP4,0
SNORD116-11,1
GALNTL6,0
ATP2A3,0
C18orf1,0
SLFN13,0
FLCN,0
LOC643923,0
CENPK,0
NPTX1,1
PDK3,1
TRAM1L1,0
LOXL2,0
DPY19L2,1
SNORD79,0
PKHD1,0
PARD6B,0
CD248,0
EGR1,0
CNIH2,0
THBS1,0
TUBA4A,0
EFEMP1,0
MST4,1
C7orf31,0
PFKM,0
FBN2,1
LRRTM1,0
SGOL2,0
CAMK1D,0
NPDC1,0
REV3L,0
IFT57,0
MCM8,1
NSMCE2,0
C21orf82,1
KSR2,0
BEND6,1
C12orf34,0
KCNC3,0
ZBTB38,0
RAB6B,0
EN2,0
FILIP1L,0
COL14A1,1
SULT1C4,0
HOXA2,0
SPC25,0
C1orf201,1
TMEM90A,0
ALK,0
LOC402778,1
RALGPS2,0
USP44,0
ATIC,0
CACNA2D3,1
IL13RA2,0
SP2,0
FAM18A,1
NTS,1
ZSWIM5,0
GRIA3,0
SCN1A,0
GPR133,0
FLJ13197,0
SCARNA1,0
NPM3,1
ERAP2,0
NCOA7,0
RD3,0
UCP2,0
GABRA1,1
CNTN5,2
GCA,1
CTSH,0
DPYSL2,0
ENO1,1
NXPH2,1
NID1,0
CDC45,0
SNORD15B,0
FAM13A,0
FIGNL2,0
ENPP5,0
ENKUR,1
ALPL,0
RNU11,2
CNTNAP5,0
POLQ,0
E2F1,0
MYH11,0
MCF2,0
SHISA6,0
GGT5,0
LGR5,0
SPATS2L,0
ALDOC,0
PTPRZ1,0
ABCA8,0
LOC138412,2
GPR158,0
MAGEL2,2
SPIRE1,0
TROAP,0
ATP13A4,0
ACBD7,0
NR4A1,1
KCNG4,1
CNGB1,0
INPP5F,0
CAMKK1,0
C1QL1,0
MAPRE3,0
CACYBP,1
ZFP36,0
NID2,1
CCNG1,0
PTCHD1,1
GP1BB,1
CAMK2N1,0
BIN1,2
HTR2A,0
VEGFA,1
DHRS3,0
MFSD2A,1
ACTN2,0
SIAH3,1
ZNF429,1
TMEM20,0
CD207,0
XKR5,0
ENO3,1
OR2AK2,1
SYNJ2,0
LAPTM4B,0
MIR181B1,1
IL17RA,0
DAPK1,0
GPR98,0
EZH2,0
LFNG,1
TRPC5,0
IGDCC3,0
OPRK1,0
IRS1,1
SLC9A5,0
PGM2,0
QKI,0
ACTG2,0
IL6ST,1
SNORA38B,0
PCDH20,0
SEPT6,0
STAT5A,0
PLXNA2,0
ABCC9,0
MAP6D1,0
RAB11FIP4,1
NOVA2,0
PCYT1B,0
PLA2G10,2
SNORD77,1
ZNF536,1
RBFOX3,0
ZC4H2,0
EGFLAM,0
CALCB,1
AFF3,0
ERF,1
NRM,0
C3,0
TMEM179,2
LOC100507927,1
DSC3,0
SCUBE2,0
CLU,0
HSD17B11,0
DDAH2,0
PPEF1,0
ABLIM1,0
PIPOX,0
FGF10,1
CHL1,0
TMEFF1,0
MOBKL2B,0
TMC7,0
LOC100130713,0
RAD54B,0
C1QTNF3,1
DOC2B,0
PPARG,1
FNDC4,0
TP53INP1,0
KCNMB1,0
ME1,2
TES,0
PHYHIP,0
RBMY2EP,2
PRKCB,0
GNGT2,0
PGAP1,0
IL2RA,0
TSC1,1
QRFPR,0
HAPLN1,2
TPM1,0
MIS12,1
GPR161,0
MPP6,0
FAM101A,1
TRAK1,0
NCRNA00277,1
MAOA,0
NDRG1,0
BNC2,0
LOC440905,2
TMCO7,0
ISLR2,0
RNU4-1,0
CACNG3,1
CD53,0
LOC100288884,0
PRDM6,1
NEFH,1
ACLY,0
WNT4,2
AIM2,1
MIR217,0
NUF2,0
SCNN1G,1
MTUS2,1
MBOAT1,0
OR3A1,1
BDKRB1,0
C20orf72,0
GPR81,0
ACVR2B,2
ADA,1
TOX3,0
C19orf18,1
HHIP,0
POLE4,0
PRKD3,1
FAM101B,0
GNB3,0
TAS2R43,2
LNX2,0
PFKP,1
FGF11,0
FGF5,0
GJC1,0
ACADVL,0
ANK1,1
LRRIQ1,0
ZNF485,0
DTX1,0
SNORD115-44,0
HIST1H1B,0
HERC3,0
DOK6,0
ZNF254,0
FAM102B,0
PLXDC2,0
TLR1,0
CSF1,2
C7orf16,1
SORCS1,0
TMEM145,0
C6orf48,1
ABCA5,0
AMOT,0
PPP1R1A,0
CXADR,0
CCND2,0
PEX2,0
DNPEP,0
LOC387646,1
SPRY1,1
CASP6,0
HUNK,0
OPHN1,0
PPP1R13B,0
KCNAB3,0
MAP3K12,0
GCNT1,0
BPGM,1
LGALS3,2
POU4F2,1
KRT31,0
TFR2,1
GLYATL2,0
STGC3,0
FMO3,1
BNC1,0
ZNF300,0
HIGD1A,0
SYNGR3,1
DUSP6,0
GIMAP2,0
HLA-DQA1,0
LOC100190938,0
MYO16,0
GTF2IRD1,0
SLC1A6,0
ABL1,1
GABRA6,1
CHRNA5,0
MARCH1,0
LOC100134868,0
RBMS3,0
SH3GL2,0
GPR15,1
ZHX2,1
ARID5B,0
LETM2,0
DRD5,1
RASL11B,0
WBP11,0
FAM164A,1
ACCN4,0
GPR146,1
HLA-C,0
ARSJ,1
HOXC13,2
KIAA1377,0
CNNM4,0
FAM196A,1
ATF5,1
HBII-52-27,0
RASGEF1C,0
KIF5C,0
EVC,0
TRERF1,0
FAM64A,0
TRIM2,0
TMOD2,1
GNG13,0
LRRC4B,0
TMEM158,0
SORBS1,0
NUAK1,1
ZNF704,1
RCL1,1
SLC25A27,0
TMEM107,0
S100A16,0
SNORA65,0
SPTB,0
CCDC85C,0
ZNF675,0
NXT2,1
P2RX7,0
PCDP1,0
FRMD4A,0
ZNF257,1
CDH12,0
ITGA3,0
GRIK2,0
TMX4,0
CAP2,0
DGKE,1
MAP7D3,0
SLC10A5,1
SOX5,0
ERV3,0
FAM126A,0
ZNF275,0
IMPDH2,0
CYP2G1P,0
TBX3,0
TRANK1,1
GFRA2,0
SYT4,0
LOC646903,0
STAMBPL1,1
LOC338799,1
IDUA,0
VTRNA1-3,0
GABARAPL1,1
CADM2,0
ADRA2C,1
ACTA2,0
DHCR24,0
PGM1,0
ZDHHC15,0
E2F5,0
C9orf72,1
PRODH,0
ANXA2P2,0
SMOC1,0
LRRC4,0
SNHG12,1
ITGA2,1
PTX3,0
CD55,1
PPT1,0
RIMS2,0
ALS2CR11,0
CCDC150,0
DAAM2,0
PLD2,0
RND1,0
TFDP2,0
LOXL4,0
MMP16,0
FIGN,1
ZYG11A,1
PAICS,0
ZIC1,1
RBBP8,0
NAIP,1
HOXA5,0
KCND1,1
FAM78B,0
PPFIBP1,0
LAMA4,0
CDCA7,0
ERBB4,0
DUSP10,0
SH3PXD2B,1
RHBG,0
MAPK4,0
CD163,1
BMP4,0
ZNF804A,0
KIAA1826,0
MYB,0
NDFIP2,0
IGLON5,0
SPTAN1,0
SPECC1,0
LOXL1,0
GTPBP8,1
MYT1,0
KCNA3,0
TFPI,1
COX11,0
GREB1L,0
SIPA1L2,0
SYT9,0
EPB41L4A,1
RNF152,0
SHANK1,0
PPP1R1B,1
CRIP2,0
DNAJC12,0
AMICA1,0
DUSP7,0
GRIA1,0
ARNTL2,1
TBC1D9,0
TRPC3,1
APLNR,0
RCAN3,0
SEZ6L2,0
ABCG4,0
VSTM2A,0
SMPD3,0
RBM11,1
SGK1,0
GUCY1A3,1
HOXC5,1
NT5DC3,1
CFTR,0
DHRS11,0
C4orf43,0
ZNF695,0
SYCE2,0
ZNF578,1
MIR101-1,0
AHI1,0
CA8,0
HMP19,0
C1orf59,1
SNORD114-6,1
MRO,0
MAP2K6,0
TNFAIP6,0
ZP2,0
RYR2,0
ATRNL1,0
PDE9A,1
CTBS,0
NEUROD2,0
AKAP7,0
FCN3,0
PLA2G4C,0
LOC84856,2
PRKD1,0
BHLHE40,0
GRIK5,0
AKR1E2,0
SERPINE1,1
KCNJ13,1
WBSCR17,1
PTGIS,0
CCDC8,0
C7orf10,0
C5,1
KIF5A,0
HSF2BP,0
LOC1720,0
GRAMD3,0
XRCC2,0
TPD52,1
KLHDC8A,1
VSX1,2
SLC39A12,0
CDCA3,0
ENOSF1,0
GYPC,0
TMSB4Y,2
BARHL2,0
ABI3BP,0
ZNF114,1
PKIB,0
KLF13,0
GPX3,0
RAB7L1,0
PYY,0
KCNIP3,1
FLJ38379,0
CBLN4,0
ITGA7,0
LOC100131541,1
AK5,0
LOC400940,0
FAH,0
NTF3,0
C17orf76,0
PAK3,0
MC4R,1
ALOX5,0
PCDHB3,2
NAAA,1
C1orf85,0
SNORD115-3,0
INSM2,0
LOC389607,1
LOC284232,1
SNORA71C,1
VSIG4,1
KAZ,0
RBP3,0
CSMD1,0
PDIA6,0
LOC440944,1
KCNJ3,1
KCNG1,2
KCNA6,0
SEPT4,0
SCAND3,0
KLF16,1
SHC1,0
SEPT10,0
LRRC55,0
KCNJ11,0
ACER3,1
MAPK13,0
MATN2,0
DACT1,1
MYCT1,0
MBP,1
KIF12,0
MIR136,0
PDK1,0
CACNA1C,0
MIRLET7F1,2
IKZF2,2
TTC39C,0
PACRG,1
TTC39B,0
TMEM178,1
DDX31,0
BEST3,0
ELSPBP1,0
PTPRJ,0
MTHFD2,0
SLCO1C1,0
TM6SF1,0
LRFN2,0
HSPB1,0
CD44,0
DKK1,0
RNF148,0
TMC2,0
SEMA4F,0
HIST1H3H,0
CELF2,0
GPR63,0
GPR78,0
LTV1,0
SORCS3,1
SNORD73A,1
NEUROG2,0
RGS10,0
KCNQ3,0
SEMA6B,1
SLC1A1,0
AHR,0
CPNE9,0
MYO1H,0
SERPINA3,0
C15orf27,0
MYO5B,1
ANKRD12,0
ZDHHC9,2
SLCO4A1,0
PHACTR1,0
ICA1L,1
LTBP1,0
MYH9,0
KLKB1,0
ALDH1A1,0
WNK3,0
RASSF3,0
KCNC1,0
CRY1,0
CDC42EP1,0
SGCE,0
SLC4A5,0
C1orf173,0
IGSF21,0
NSUN7,0
SNORA71A,0
KCNJ10,0
SLC10A4,0
GRK5,0
KANK1,2
WASF2,0
PSMB6,0
SLC39A8,0
SLC16A1,0
H1F0,0
PHACTR2,0
PHKA1,1
CCDC40,0
CECR2,0
TEX9,0
SCN3A,0
SAT1,0
CACNA1S,0
ABO,0
SLC6A8,0
LPPR2,1
ATP2B4,1
LOC100507404,1
TPX2,0
ATCAY,0
RASSF2,0
SNORA20,0
LPPR1,1
PLEKHB1,0
PSAT1,1
PCDH19,1
NEURL,0
KIAA0802,0
ST8SIA5,0
TRAK2,0
GRIP2,2
LMOD1,0
SLC22A23,0
RELN,0
ANGPTL7,1
NAMPT,0
OR2B6,1
SCIN,2
GLI3,0
CUBN,1
GRM3,1
PRL,0
ASPDH,0
HOXB13,2
SDC2,0
SYNGR4,1
SULF2,1
C1orf38,0
CPLX1,0
IGFBP5,0
PCSK1,0
CNR1,0
PCLO,0
GPATCH4,0
C3orf70,0
DAAM1,0
TBX18,0
SIM1,0
GRASP,0
MCC,0
TDRD7,0
POU4F1,1
NANOS1,0
SYDE2,0
FOLR1,0
FLNB,0
PTPRN2,0
CABP1,1
TMEM35,0
ZNF540,0
ELAVL3,0
KIF24,0
OSBPL1A,0
LOC100129503,2
PDLIM7,0
TNFRSF12A,0
IFT80,0
ADAMTSL1,0
GRM7,0
SAMD15,0
CYP11A1,1
ODF2L,0
MFSD6,0
ASCL1,1
ARHGAP15,0
ZSCAN16,0
KCTD8,1
DPP10,0
MXRA7,0
GAP43,0
ZNF434,1
SFRP2,0
DLEU1,1
DBI,0
TSPAN17,0
C3AR1,0
JAM3,0
OAS1,1
PIP5K1B,0
EIF4A1,0
HIST2H2AB,1
FSD1L,0
MCM10,0
DSCR8,1
PLAT,0
PDE3A,0
MMP14,1
PDE10A,0
KIF20B,0
DPEP1,1
C3orf22,1
FN1,1
PCNT,0
SPON1,1
CAMK1G,0
ID1,0
MPEG1,0
LDHB,0
NUDT11,0
GABRG2,0
SLC4A8,0
TEX15,0
PKP4,0
MFAP4,0
CDKL2,0
BMPR1B,1
GMNN,0
CH25H,0
PROS1,0
MIR299,0
ANKRD45,0
SNORD115-33,1
CHRM3,0
PLCB1,0
AGXT2L1,0
BCAN,0
NGFR,0
PDZD4,0
PTPRE,0
MMRN1,1
SCG5,0
EPHA2,0
TPM2,0
KCNJ16,0
ANXA2,0
BCL11A,1
FHL3,0
LOC100287290,1
CCNYL2,2
DENND3,2
PCSK1N,0
ND2,1
KLF12,0
RNASE6,0
RAPGEF5,0
LOC441046,1
CRIPAK,1
PCDHB7,0
C6orf99,1
PLP1,1
RGS5,0
SOSTDC1,0
HOXA6,0
SPINK5,0
SGSM1,0
GPD1L,1
DMC1,1
C10orf113,0
AGAP2,0
PLEK,0
ETV1,2
RHO,0
SLA,0
SNORD115-38,0
WDHD1,1
BOP1,1
LOC349196,0
ADAMTS1,0
ZNF826P,1
ALS2CR4,1
DUSP16,0
IQSEC1,0
ZFPM2,0
CLIP4,0
LOC100129534,0
WEE1,0
LOC285456,0
TMEFF2,0
GINS4,0
CDH13,0
ANK3,0
ZNF737,0
ECT2,0
P2RY1,1
EMP1,0
TOM1L2,0
INSR,0
TAS2R10,1
TMCC3,2
SPATA6,0
NTN1,0
ARHGAP42,1
LPHN3,1
PABPC1,0
GRTP1,1
CBX7,1
SLC22A8,0
RIMS3,1
TSPAN13,0
JAM2,0
PKDCC,1
LONRF1,0
CRYZ,0
SYT2,0
SFXN2,1
ITM2C,0
RNF122,0
SMARCE1,0
LYPLA1,0
DOCK10,0
GALNT10,0
MURC,0
PAMR1,0
CKB,0
CES1,0
FCGBP,2
C10orf72,0
SATB1,0
C14orf23,0
NKAPL,0
PCDH8,1
GALNT14,0
CES4A,0
SNORD115-31,1
HIST1H2BM,1
PDE3B,1
FOS,1
ELOVL4,1
CPEB1,1
TIGD2,0
MAP6,0
ACTL6A,0
PCDHB18,0
ABCA7,0
TRAF5,1
RRS1,0
PITPNM2,0
CYB5A,1
MIR9-1,0
ATP10A,0
TRAF3IP2,0
WNK2,0
ACPL2,1
TTC35,0
TIMP2,0
RIMKLA,0
C3orf14,1
PRR5L,0
LHX9,2
SDC4,1
RANBP17,1
SNCA,0
MACROD2,1
SESN3,2
FLT1,1
TRIM67,0
FIBCD1,0
GDEP,0
KIF2C,0
RS1,0
TMEM185B,1
ANUBL1,0
MPZL2,0
MAP3K1,0
USP53,0
XKR4,0
GRAMD1C,2
NCALD,0
GPA33,1
CPEB3,0
BAI3,0
SNX16,1
GPR21,0
USP18,1
KIAA1045,1
GAB3,1
SNORA6,0
SMAGP,0
ASPHD1,0
MUC16,1
SNTB2,0
SNORD96A,0
OCLM,1
HCRTR1,0
KCNIP4,0
PMFBP1,0
GINS2,0
C14orf162,0
NPY5R,2
PRKAA2,1
BAZ1A,0
MMP24,0
PKMYT1,0
ZNF681,0
ALDH1A3,0
MBD6,0
NENF,0
BAI1,1
TSHZ2,0
GPRIN3,0
DGKG,1
GNG11,0
TP53I11,0
GPRC5B,0
MCOLN3,0
GPD2,1
ZNF334,0
BHLHE22,0
DPF1,0
KCND3,0
ITGBL1,0
KCTD13,0
RASD2,0
LGI4,1
TLK1,0
GPC5,0
HIST1H2BB,1
KIF18A,0
SLIT3,0
EEF2K,0
PHF11,2
TRPS1,0
CUZD1,0
MYO3B,0
MOSC1,0
SORCS2,0
PDE1B,0
FAM26E,0
EFCAB6,0
BEND4,2
SLC1A3,0
CEP170P1,0
ATOH8,0
PREX2,0
SNORD74,1
KEL,0
GALNT12,0
EML1,0
SPOCK2,0
KCNJ8,0
ABCD2,0
ANO6,1
TACC2,0
HEG1,0
ZDHHC23,2
DIAPH3,0
RUNDC2C,1
HLX,0
HNMT,1
SNORD28,1
ZNF714,1
FRK,0
NRBP2,0
SMARCA2,2
FOXP4,0
HIF3A,1
SCD,0
C15orf2,1
CYP4V2,0
SYT1,0
SELV,1
JUNB,1
HVCN1,0
CCDC3,0
NAV1,0
SLC25A24,0
SLC27A2,0
SERPINE2,0
IGJ,0
PDIA2,1
GABRG1,0
KCNA2,0
ATP1B2,0
DUSP19,0
PIK3C2B,1
TPCN1,0
CYB5R2,0
HCG8,1
NAV2,0
PAX3,0
TMEM220,0
CXorf57,1
NCRNA00173,1
MXRA8,0
ZNF516,1
FJX1,0
NUAK2,0
GALT,0
CDKL5,0
TJP1,0
BAALC,1
PLA2R1,0
S1PR1,1
PROKR1,1
PPP2R2B,0
TIMP3,0
C6orf124,0
VAV2,1
CYYR1,0
POLR2L,1
SNORA57,1
MT1A,1
TCEAL7,1
FAM46C,2
C8orf37,1
FBXO5,0
CACNA1D,0
FLJ41170,0
CA1,1
MAML3,0
CENPE,0
FAM65B,0
SNORD116-22,1
STRA6,1
FZD6,1
LOC339803,2
SRL,2
STXBP1,0
LOC646508,1
TF,0
ZNF91,0
LPAR1,0
VAV3,0
ELAVL4,0
ABHD4,1
OR2W3,0
ARHGAP18,0
IL1RAPL2,0
SLC15A2,1
MMP17,0
KLF15,0
ITPR3,0
LOC100131860,0
NAV3,1
PLXND1,0
PUS3,0
ZNF462,0
INHBB,0
CNTNAP1,0
SNORA60,0
ADORA3,0
MAP3K9,0
PRKAG2,1
FLJ43315,1
DPY19L2P1,1
SH3BP5,0
IMPA1,1
TEX2,0
THRB,0
SDPR,1
MIR153-1,0
OR2J3,0
SCD5,0
FAM96A,0
ZNF729,1
SNORA10,0
MPP4,0
TSPAN7,0
ZP3,1
KIAA1324,1
AHCY,0
LOC100132167,0
TSPAN12,1
EXPH5,1
FEZF2,0
HDX,0
FOSB,1
UNC5D,0
ZMAT4,0
FLRT3,1
HCP5,1
SNORD116-25,1
FLJ16734,0
CHRNA4,1
EFR3A,0
DLX2,2
LOC157740,1
SPATA17,0
RGL1,0
NEDD4L,0
HSPA12A,0
CLYBL,0
P2RY12,1
TRIL,0
DNMT3B,1
FAM27D1,1
ALPK2,2
TMEM123,0
C20orf177,0
MITF,1
TFAP2C,0
GMFG,0
KIAA0087,0
MIR216A,0
CDKN2B,0
PEX12,0
IMPG2,0
CYSLTR2,1
RAB37,0
EPHA10,0
NCAPH,0
TMEM67,1
PVALB,0
NPAS4,1
NCDN,0
CD163L1,0
FYCO1,0
HAP1,0
CDH1,0
FAM117A,1
CLSTN3,0
PBX1,0
PPP3R2,1
CAST,0
CREB5,0
CD4,0
PRDM8,1
KIAA0753,0
ACVR1C,0
LAYN,0
LOC441204,0
CPNE4,0
GREM2,0
PPM1N,0
TMSB15A,0
LOC100130269,2
SLC16A6,0
REXO2,0
SLC45A2,1
FGL2,0
CDC20,0
APBA2,0
ANKRD29,0
GLI2,0
FAM57B,0
LOC646214,0
WRN,0
XAGE5,2
NT5E,0
CDK2,0
YIPF7,0
